Time,Usage_kW,
23/10/2022 6:45,29.52,
23/10/2022 7:00,28.16,
23/10/2022 7:15,27.21,
23/10/2022 7:30,29.89,
23/10/2022 7:45,20.38,
23/10/2022 8:00,16.24,
23/10/2022 8:15,17.55,
23/10/2022 8:30,18.82,
23/10/2022 8:45,17.7,
23/10/2022 9:00,23.43,
23/10/2022 9:15,20.75,
23/10/2022 9:30,13.8,
23/10/2022 9:45,15.95,
23/10/2022 10:00,14.55,
23/10/2022 10:15,15.24,
23/10/2022 10:30,14.76,
23/10/2022 10:45,14.09,
23/10/2022 11:00,12.87,
23/10/2022 11:15,14.91,
23/10/2022 11:30,5.25,
23/10/2022 11:45,8.22,
23/10/2022 12:00,9.42,
23/10/2022 12:15,15.93,
23/10/2022 12:30,11.52,
23/10/2022 12:45,3.78,
23/10/2022 13:00,5.6,
23/10/2022 13:15,9.79,
23/10/2022 13:30,14.92,
23/10/2022 13:45,8.54,
23/10/2022 14:00,15.32,
23/10/2022 14:15,14.91,
23/10/2022 14:30,13.88,
23/10/2022 14:45,12.81,
23/10/2022 15:00,16.28,
23/10/2022 15:15,13.16,
23/10/2022 15:30,13.34,
23/10/2022 15:45,8.85,
23/10/2022 16:00,14.73,
23/10/2022 16:15,19.42,
23/10/2022 16:30,18.51,
23/10/2022 16:45,20.36,
23/10/2022 17:00,22.1,
23/10/2022 17:15,25.74,
23/10/2022 17:30,25.17,
23/10/2022 17:45,26.08,
23/10/2022 18:00,25.55,
23/10/2022 18:15,28.91,
23/10/2022 18:30,29.33,
23/10/2022 18:45,28.52,
23/10/2022 19:00,27.16,
23/10/2022 19:15,28.92,
23/10/2022 19:30,29.82,
23/10/2022 19:45,29.61,
23/10/2022 20:00,26.31,
23/10/2022 20:15,26.22,
23/10/2022 20:30,26.14,
23/10/2022 20:45,25.91,
23/10/2022 21:00,29.48,
23/10/2022 21:15,28.83,
23/10/2022 21:30,29.76,
23/10/2022 21:45,23.7,
23/10/2022 22:00,25.74,
23/10/2022 22:15,24.45,
23/10/2022 22:30,18.68,
23/10/2022 22:45,17.16,
23/10/2022 23:00,15.1,
23/10/2022 23:15,16.2,
23/10/2022 23:30,16.86,
23/10/2022 23:45,16.07,
24/10/2022 0:00,14.55,
24/10/2022 0:15,18.05,
24/10/2022 0:30,18.42,
24/10/2022 0:45,15.29,
24/10/2022 1:00,15.65,
24/10/2022 1:15,18.23,
24/10/2022 1:30,17.78,
24/10/2022 1:45,15.28,
24/10/2022 2:00,15.43,
24/10/2022 2:15,16.4,
24/10/2022 2:30,15.47,
24/10/2022 2:45,16.62,
24/10/2022 3:00,18.16,
24/10/2022 3:15,21.82,
24/10/2022 3:30,28.08,
24/10/2022 3:45,28.94,
24/10/2022 4:00,29.62,
24/10/2022 4:15,29.92,
24/10/2022 4:30,29.88,
24/10/2022 4:45,28.26,
24/10/2022 5:00,29.71,
24/10/2022 5:15,29.88,
24/10/2022 5:30,23.69,
24/10/2022 5:45,23.38,
24/10/2022 6:00,22.86,
24/10/2022 6:15,18.8,
24/10/2022 6:30,19.15,
24/10/2022 6:45,14.89,
24/10/2022 7:00,15.71,
24/10/2022 7:15,15.02,
24/10/2022 7:30,14.12,
24/10/2022 7:45,8.84,
24/10/2022 8:00,3.5,
24/10/2022 8:15,12.98,
24/10/2022 8:30,16.02,
24/10/2022 8:45,15.26,
24/10/2022 9:00,14.34,
24/10/2022 9:15,13.55,
24/10/2022 9:30,17.72,
24/10/2022 9:45,9.07,
24/10/2022 10:00,17.11,
24/10/2022 10:15,16.03,
24/10/2022 10:30,13.9,
24/10/2022 10:45,8.11,
24/10/2022 11:00,6.81,
24/10/2022 11:15,8.45,
24/10/2022 11:30,7.04,
24/10/2022 11:45,1.35,
24/10/2022 12:00,1.34,
24/10/2022 12:15,5.92,
24/10/2022 12:30,7.7,
24/10/2022 12:45,8.03,
24/10/2022 13:00,17.05,
24/10/2022 13:15,1.06,
24/10/2022 13:30,2.39,
24/10/2022 13:45,5.92,
24/10/2022 14:00,1.02,
24/10/2022 14:15,3.51,
24/10/2022 14:30,6.98,
24/10/2022 14:45,0.83,
24/10/2022 15:00,8.33,
24/10/2022 15:15,17,
24/10/2022 15:30,16.62,
24/10/2022 15:45,9.67,
24/10/2022 16:00,14.84,
24/10/2022 16:15,22.73,
24/10/2022 16:30,24.58,
24/10/2022 16:45,28.15,
24/10/2022 17:00,27.7,
24/10/2022 17:15,26.29,
24/10/2022 17:30,1.4,
24/10/2022 17:45,3.86,
24/10/2022 18:00,0.23,
24/10/2022 18:15,0.65,
24/10/2022 18:30,4.51,
24/10/2022 18:45,27.35,
24/10/2022 19:00,0.23,
24/10/2022 19:15,0.39,
24/10/2022 19:30,29.87,
24/10/2022 19:45,29.93,
24/10/2022 20:00,28.81,
24/10/2022 20:15,29.91,
24/10/2022 20:30,29.7,
24/10/2022 20:45,29.92,
24/10/2022 21:00,29.9,
24/10/2022 21:15,29.88,
24/10/2022 21:30,29.1,
24/10/2022 21:45,29.92,
24/10/2022 22:00,29.77,
24/10/2022 22:15,29.92,
24/10/2022 22:30,29.94,
24/10/2022 22:45,29.93,
24/10/2022 23:00,29.93,
24/10/2022 23:15,29.94,
24/10/2022 23:30,29.94,
24/10/2022 23:45,29.94,
25/10/2022 0:00,29.93,
25/10/2022 0:15,29.93,
25/10/2022 0:30,29.95,
25/10/2022 0:45,29.95,
25/10/2022 1:00,29.94,
25/10/2022 1:15,29.94,
25/10/2022 1:30,29.98,
25/10/2022 1:45,29.96,
25/10/2022 2:00,29.97,
25/10/2022 2:15,29.96,
25/10/2022 2:30,29.96,
25/10/2022 2:45,26.98,
25/10/2022 3:00,18.74,
25/10/2022 3:15,22.24,
25/10/2022 3:30,28.47,
25/10/2022 3:45,25.86,
25/10/2022 4:00,28.43,
25/10/2022 4:15,29.24,
25/10/2022 4:30,28.95,
25/10/2022 4:45,27.16,
25/10/2022 5:00,26.41,
25/10/2022 5:15,27.01,
25/10/2022 5:30,26.9,
25/10/2022 5:45,27.78,
25/10/2022 6:00,17.5,
25/10/2022 6:15,17.76,
25/10/2022 6:30,18.89,
25/10/2022 6:45,12.1,
25/10/2022 7:00,16.99,
25/10/2022 7:15,9.16,
25/10/2022 7:30,11.05,
25/10/2022 7:45,7.37,
25/10/2022 8:00,7.54,
25/10/2022 8:15,7.89,
25/10/2022 8:30,9.05,
25/10/2022 8:45,14.16,
25/10/2022 9:00,12.43,
25/10/2022 9:15,6.7,
25/10/2022 9:30,1.63,
25/10/2022 9:45,7.3,
25/10/2022 10:00,10.42,
25/10/2022 10:15,5.7,
25/10/2022 10:30,4.08,
25/10/2022 10:45,4.25,
25/10/2022 11:00,0.24,
25/10/2022 11:15,0.01,
25/10/2022 11:30,0.01,
25/10/2022 11:45,0.8,
25/10/2022 12:00,0,
25/10/2022 12:15,0.01,
25/10/2022 12:30,0.59,
25/10/2022 12:45,0.01,
25/10/2022 13:00,0.04,
25/10/2022 13:15,0.03,
25/10/2022 13:30,-0.03,
25/10/2022 13:45,0.02,
25/10/2022 14:00,-0.01,
25/10/2022 14:15,0.01,
25/10/2022 14:30,-0.02,
25/10/2022 14:45,0.01,
25/10/2022 15:00,0.24,
25/10/2022 15:15,1.05,
25/10/2022 15:30,9.53,
25/10/2022 15:45,9.96,
25/10/2022 16:00,13.9,
25/10/2022 16:15,16.9,
25/10/2022 16:30,19.55,
25/10/2022 16:45,19.37,
25/10/2022 17:00,19.45,
25/10/2022 17:15,23.15,
25/10/2022 17:30,26.59,
25/10/2022 17:45,2.93,
25/10/2022 18:00,3.32,
25/10/2022 18:15,0.62,
25/10/2022 18:30,1.03,
25/10/2022 18:45,1.42,
25/10/2022 19:00,0.25,
25/10/2022 19:15,1.54,
25/10/2022 19:30,29.68,
25/10/2022 19:45,29.98,
25/10/2022 20:00,29.97,
25/10/2022 20:15,29.96,
25/10/2022 20:30,29.98,
25/10/2022 20:45,29.97,
25/10/2022 21:00,29.99,
25/10/2022 21:15,29.98,
25/10/2022 21:30,29.98,
25/10/2022 21:45,29.99,
25/10/2022 22:00,29.98,
25/10/2022 22:15,29.99,
25/10/2022 22:30,30,
25/10/2022 22:45,29.99,
25/10/2022 23:00,29.99,
25/10/2022 23:15,30,
25/10/2022 23:30,30.01,
25/10/2022 23:45,30.03,
26/10/2022 0:00,29.98,
26/10/2022 0:15,30.01,
26/10/2022 0:30,30.02,
26/10/2022 0:45,30.01,
26/10/2022 1:00,30.01,
26/10/2022 1:15,30.02,
26/10/2022 1:30,30.02,
26/10/2022 1:45,30.02,
26/10/2022 2:00,30.03,
26/10/2022 2:15,30.05,
26/10/2022 2:30,30.02,
26/10/2022 2:45,30.04,
26/10/2022 3:00,30.04,
26/10/2022 3:15,30.02,
26/10/2022 3:30,28.22,
26/10/2022 3:45,30.02,
26/10/2022 4:00,29.24,
26/10/2022 4:15,28.95,
26/10/2022 4:30,29.35,
26/10/2022 4:45,28.62,
26/10/2022 5:00,26.16,
26/10/2022 5:15,27.15,
26/10/2022 5:30,25.55,
26/10/2022 5:45,24.64,
26/10/2022 6:00,25.26,
26/10/2022 6:15,19.97,
26/10/2022 6:30,13.94,
26/10/2022 6:45,15.27,
26/10/2022 7:00,14.41,
26/10/2022 7:15,15.08,
26/10/2022 7:30,16.62,
26/10/2022 7:45,1.13,
26/10/2022 8:00,12.52,
26/10/2022 8:15,0,
26/10/2022 8:30,0.01,
26/10/2022 8:45,0.02,
26/10/2022 9:00,0.02,
26/10/2022 9:15,0.03,
26/10/2022 9:30,-0.01,
26/10/2022 9:45,0,
26/10/2022 10:00,0.02,
26/10/2022 10:15,0.08,
26/10/2022 10:30,0,
26/10/2022 10:45,0.02,
26/10/2022 11:00,-0.01,
26/10/2022 11:15,0.01,
26/10/2022 11:30,0.02,
26/10/2022 11:45,0.01,
26/10/2022 12:00,-0.01,
26/10/2022 12:15,0.01,
26/10/2022 12:30,0,
26/10/2022 12:45,0.01,
26/10/2022 13:00,0,
26/10/2022 13:15,-0.01,
26/10/2022 13:30,0.09,
26/10/2022 13:45,-0.02,
26/10/2022 14:00,0.03,
26/10/2022 14:15,0.08,
26/10/2022 14:30,-0.02,
26/10/2022 14:45,0.01,
26/10/2022 15:00,-0.01,
26/10/2022 15:15,0.29,
26/10/2022 15:30,1.41,
26/10/2022 15:45,15.12,
26/10/2022 16:00,11.5,
26/10/2022 16:15,11.85,
26/10/2022 16:30,14.25,
26/10/2022 16:45,26.61,
26/10/2022 17:00,22.61,
26/10/2022 17:15,21.76,
26/10/2022 17:30,24.31,
26/10/2022 17:45,28.39,
26/10/2022 18:00,28.34,
26/10/2022 18:15,29.89,
26/10/2022 18:30,4.31,
26/10/2022 18:45,27.38,
26/10/2022 19:00,0.83,
26/10/2022 19:15,0.26,
26/10/2022 19:30,30,
26/10/2022 19:45,30.05,
26/10/2022 20:00,30.04,
26/10/2022 20:15,30.07,
26/10/2022 20:30,30.08,
26/10/2022 20:45,30.07,
26/10/2022 21:00,30.07,
26/10/2022 21:15,30.07,
26/10/2022 21:30,30.09,
26/10/2022 21:45,30.11,
26/10/2022 22:00,30.08,
26/10/2022 22:15,30.07,
26/10/2022 22:30,30.09,
26/10/2022 22:45,30.09,
26/10/2022 23:00,30.1,
26/10/2022 23:15,30.08,
26/10/2022 23:30,30.09,
26/10/2022 23:45,30.1,
27/10/2022 0:00,30.09,
27/10/2022 0:15,30.08,
27/10/2022 0:30,30.1,
27/10/2022 0:45,30.09,
27/10/2022 1:00,30.11,
27/10/2022 1:15,30.09,
27/10/2022 1:30,30.1,
27/10/2022 1:45,30.1,
27/10/2022 2:00,30.08,
27/10/2022 2:15,30.12,
27/10/2022 2:30,30.13,
27/10/2022 2:45,30.12,
27/10/2022 3:00,30.14,
27/10/2022 3:15,23.03,
27/10/2022 3:30,28.74,
27/10/2022 3:45,29.65,
27/10/2022 4:00,27.94,
27/10/2022 4:15,26.97,
27/10/2022 4:30,28.7,
27/10/2022 4:45,28.01,
27/10/2022 5:00,26.16,
27/10/2022 5:15,22.62,
27/10/2022 5:30,24.75,
27/10/2022 5:45,27.21,
27/10/2022 6:00,24.25,
27/10/2022 6:15,3.8,
27/10/2022 6:30,0,
27/10/2022 6:45,0,
27/10/2022 7:00,-0.01,
27/10/2022 7:15,6.69,
27/10/2022 7:30,3.65,
27/10/2022 7:45,9.85,
27/10/2022 8:00,1.03,
27/10/2022 8:15,8.02,
27/10/2022 8:30,7.61,
27/10/2022 8:45,6.76,
27/10/2022 9:00,5.02,
27/10/2022 9:15,9.26,
27/10/2022 9:30,-0.02,
27/10/2022 9:45,0.53,
27/10/2022 10:00,-0.01,
27/10/2022 10:15,0.02,
27/10/2022 10:30,1.62,
27/10/2022 10:45,0.01,
27/10/2022 11:00,0.03,
27/10/2022 11:15,0,
27/10/2022 11:30,-0.01,
27/10/2022 11:45,-0.01,
27/10/2022 12:00,-0.04,
27/10/2022 12:15,-0.02,
27/10/2022 12:30,-8.63,
27/10/2022 12:45,-20.77,
27/10/2022 13:00,-20.29,
27/10/2022 13:15,-21,
27/10/2022 13:30,-15.58,
27/10/2022 13:45,-17.76,
27/10/2022 14:00,-17.06,
27/10/2022 14:15,-12.96,
27/10/2022 14:30,-9.65,
27/10/2022 14:45,-5.67,
27/10/2022 15:00,-2.37,
27/10/2022 15:15,-3.16,
27/10/2022 15:30,-0.9,
27/10/2022 15:45,1.41,
27/10/2022 16:00,7.49,
27/10/2022 16:15,9.24,
27/10/2022 16:30,12.26,
27/10/2022 16:45,0.01,
27/10/2022 17:00,1.47,
27/10/2022 17:15,0,
27/10/2022 17:30,-0.01,
27/10/2022 17:45,0.02,
27/10/2022 18:00,0.03,
27/10/2022 18:15,0,
27/10/2022 18:30,0.24,
27/10/2022 18:45,2.39,
27/10/2022 19:00,3.6,
27/10/2022 19:15,1.99,
27/10/2022 19:30,29.45,
27/10/2022 19:45,30.13,
27/10/2022 20:00,29.77,
27/10/2022 20:15,29.94,
27/10/2022 20:30,30.13,
27/10/2022 20:45,30.14,
27/10/2022 21:00,30.13,
27/10/2022 21:15,30.14,
27/10/2022 21:30,30.17,
27/10/2022 21:45,30.15,
27/10/2022 22:00,30.15,
27/10/2022 22:15,30.16,
27/10/2022 22:30,30.16,
27/10/2022 22:45,30.16,
27/10/2022 23:00,30.16,
27/10/2022 23:15,30.15,
27/10/2022 23:30,30.18,
27/10/2022 23:45,30.16,
28/10/2022 0:00,30.16,
28/10/2022 0:15,30.19,
28/10/2022 0:30,30.18,
28/10/2022 0:45,30.17,
28/10/2022 1:00,30.18,
28/10/2022 1:15,18.33,
28/10/2022 1:30,17.15,
28/10/2022 1:45,14.61,
28/10/2022 2:00,15.73,
28/10/2022 2:15,18.37,
28/10/2022 2:30,15.96,
28/10/2022 2:45,14.51,
28/10/2022 3:00,15.74,
28/10/2022 3:15,22.22,
28/10/2022 3:30,29.16,
28/10/2022 3:45,28.84,
28/10/2022 4:00,29.92,
28/10/2022 4:15,30.06,
28/10/2022 4:30,28.79,
28/10/2022 4:45,28.84,
28/10/2022 5:00,23.22,
28/10/2022 5:15,0.05,
28/10/2022 5:30,0.01,
28/10/2022 5:45,0,
28/10/2022 6:00,0,
28/10/2022 6:15,-0.01,
28/10/2022 6:30,0.48,
28/10/2022 6:45,0.7,
28/10/2022 7:00,-0.01,
28/10/2022 7:15,0.04,
28/10/2022 7:30,0.01,
28/10/2022 7:45,0.02,
28/10/2022 8:00,-0.03,
28/10/2022 8:15,0.01,
28/10/2022 8:30,0,
28/10/2022 8:45,0.01,
28/10/2022 9:00,-0.13,
28/10/2022 9:15,-5.99,
28/10/2022 9:30,-0.01,
28/10/2022 9:45,-6.91,
28/10/2022 10:00,-0.39,
28/10/2022 10:15,-0.49,
28/10/2022 10:30,0.03,
28/10/2022 10:45,0.01,
28/10/2022 11:00,-2.43,
28/10/2022 11:15,-4.13,
28/10/2022 11:30,-2.8,
28/10/2022 11:45,-3.22,
28/10/2022 12:00,0.02,
28/10/2022 12:15,-0.03,
28/10/2022 12:30,0.07,
28/10/2022 12:45,0.01,
28/10/2022 13:00,-0.02,
28/10/2022 13:15,0.03,
28/10/2022 13:30,0.5,
28/10/2022 13:45,-0.01,
28/10/2022 14:00,0,
28/10/2022 14:15,0.03,
28/10/2022 14:30,0,
28/10/2022 14:45,-0.06,
28/10/2022 15:00,4.05,
28/10/2022 15:15,-1.27,
28/10/2022 15:30,-0.5,
28/10/2022 15:45,6.83,
28/10/2022 16:00,12.2,
28/10/2022 16:15,14.87,
28/10/2022 16:30,15.49,
28/10/2022 16:45,19.35,
28/10/2022 17:00,1.34,
28/10/2022 17:15,-0.03,
28/10/2022 17:30,0.34,
28/10/2022 17:45,3.51,
28/10/2022 18:00,6.69,
28/10/2022 18:15,27.48,
28/10/2022 18:30,0.45,
28/10/2022 18:45,0.22,
28/10/2022 19:00,7.69,
28/10/2022 19:15,0.57,
28/10/2022 19:30,29.5,
28/10/2022 19:45,30.19,
28/10/2022 20:00,29.69,
28/10/2022 20:15,29.51,
28/10/2022 20:30,30.16,
28/10/2022 20:45,30.19,
28/10/2022 21:00,30.17,
28/10/2022 21:15,30.2,
28/10/2022 21:30,30.17,
28/10/2022 21:45,30.2,
28/10/2022 22:00,30.2,
28/10/2022 22:15,30.2,
28/10/2022 22:30,30.18,
28/10/2022 22:45,30.21,
28/10/2022 23:00,30.22,
28/10/2022 23:15,15.21,
28/10/2022 23:30,15.09,
28/10/2022 23:45,29.33,
29/10/2022 0:00,30.22,
29/10/2022 0:15,30.21,
29/10/2022 0:30,11.99,
29/10/2022 0:45,18.15,
29/10/2022 1:00,24.16,
29/10/2022 1:15,29.06,
29/10/2022 1:30,19.27,
29/10/2022 1:45,14.86,
29/10/2022 2:00,21.18,
29/10/2022 2:15,15.81,
29/10/2022 2:30,13.77,
29/10/2022 2:45,14.55,
29/10/2022 3:00,16.88,
29/10/2022 3:15,21.08,
29/10/2022 3:30,28.28,
29/10/2022 3:45,26.49,
29/10/2022 4:00,27.44,
29/10/2022 4:15,29.32,
29/10/2022 4:30,28.26,
29/10/2022 4:45,27.06,
29/10/2022 5:00,28.12,
29/10/2022 5:15,24.9,
29/10/2022 5:30,24,
29/10/2022 5:45,25.41,
29/10/2022 6:00,21.63,
29/10/2022 6:15,0.05,
29/10/2022 6:30,0.05,
29/10/2022 6:45,-0.03,
29/10/2022 7:00,0.05,
29/10/2022 7:15,2.67,
29/10/2022 7:30,2.99,
29/10/2022 7:45,4.39,
29/10/2022 8:00,5.2,
29/10/2022 8:15,4.18,
29/10/2022 8:30,5.38,
29/10/2022 8:45,9.14,
29/10/2022 9:00,2.46,
29/10/2022 9:15,0.93,
29/10/2022 9:30,-0.04,
29/10/2022 9:45,0.1,
29/10/2022 10:00,0.06,
29/10/2022 10:15,0.89,
29/10/2022 10:30,0.03,
29/10/2022 10:45,0.98,
29/10/2022 11:00,0.15,
29/10/2022 11:15,-6.3,
29/10/2022 11:30,-20.09,
29/10/2022 11:45,-20.06,
29/10/2022 12:00,-10.22,
29/10/2022 12:15,7.5,
29/10/2022 12:30,-8.6,
29/10/2022 12:45,0.25,
29/10/2022 13:00,3.35,
29/10/2022 13:15,-9.59,
29/10/2022 13:30,-6.2,
29/10/2022 13:45,-3.4,
29/10/2022 14:00,-4.03,
29/10/2022 14:15,4.7,
29/10/2022 14:30,11.02,
29/10/2022 14:45,2.59,
29/10/2022 15:00,9.12,
29/10/2022 15:15,1.63,
29/10/2022 15:30,4.56,
29/10/2022 15:45,15.45,
29/10/2022 16:00,11.36,
29/10/2022 16:15,12.07,
29/10/2022 16:30,15.1,
29/10/2022 16:45,12.62,
29/10/2022 17:00,14.6,
29/10/2022 17:15,18.37,
29/10/2022 17:30,22.93,
29/10/2022 17:45,28.85,
29/10/2022 18:00,25.66,
29/10/2022 18:15,25.63,
29/10/2022 18:30,29.7,
29/10/2022 18:45,28.66,
29/10/2022 19:00,30.22,
29/10/2022 19:15,30.25,
29/10/2022 19:30,29.77,
29/10/2022 19:45,29.34,
29/10/2022 20:00,26.32,
29/10/2022 20:15,27.15,
29/10/2022 20:30,28.36,
29/10/2022 20:45,30.01,
29/10/2022 21:00,30.17,
29/10/2022 21:15,26.77,
29/10/2022 21:30,26.96,
29/10/2022 21:45,26.82,
29/10/2022 22:00,26.51,
29/10/2022 22:15,27.23,
29/10/2022 22:30,18.61,
29/10/2022 22:45,15.76,
29/10/2022 23:00,13.69,
29/10/2022 23:15,14.65,
29/10/2022 23:30,17.23,
29/10/2022 23:45,16.65,
30/10/2022 0:00,12.63,
30/10/2022 0:15,12.72,
30/10/2022 0:30,15.35,
30/10/2022 0:45,17.62,
30/10/2022 1:00,14.2,
30/10/2022 1:15,14.44,
30/10/2022 1:30,17.48,
30/10/2022 1:45,16.38,
30/10/2022 2:00,14.09,
30/10/2022 2:15,16.48,
30/10/2022 2:30,16.62,
30/10/2022 2:45,15.8,
30/10/2022 3:00,17.41,
30/10/2022 3:15,17.37,
30/10/2022 3:30,27.03,
30/10/2022 3:45,28.99,
30/10/2022 4:00,27.72,
30/10/2022 4:15,29.31,
30/10/2022 4:30,29.1,
30/10/2022 4:45,28.55,
30/10/2022 5:00,25.2,
30/10/2022 5:15,20.61,
30/10/2022 5:30,15.24,
30/10/2022 5:45,15.93,
30/10/2022 6:00,7.95,
30/10/2022 6:15,8.14,
30/10/2022 6:30,7.49,
30/10/2022 6:45,14.18,
30/10/2022 7:00,16.94,
30/10/2022 7:15,16.05,
30/10/2022 7:30,19,
30/10/2022 7:45,19.06,
30/10/2022 8:00,5.46,
30/10/2022 8:15,8.12,
30/10/2022 8:30,15.42,
30/10/2022 8:45,10.5,
30/10/2022 9:00,13.39,
30/10/2022 9:15,18.69,
30/10/2022 9:30,14.5,
30/10/2022 9:45,17.34,
30/10/2022 10:00,20.53,
30/10/2022 10:15,16.88,
30/10/2022 10:30,13.77,
30/10/2022 10:45,12.79,
30/10/2022 11:00,1.9,
30/10/2022 11:15,0.01,
30/10/2022 11:30,-3.26,
30/10/2022 11:45,-13.68,
30/10/2022 12:00,-23.56,
30/10/2022 12:15,-23.31,
30/10/2022 12:30,-20.56,
30/10/2022 12:45,-11.22,
30/10/2022 13:00,-13.74,
30/10/2022 13:15,-5.28,
30/10/2022 13:30,-3.63,
30/10/2022 13:45,6.5,
30/10/2022 14:00,3.42,
30/10/2022 14:15,-1.01,
30/10/2022 14:30,13.86,
30/10/2022 14:45,14.8,
30/10/2022 15:00,19.27,
30/10/2022 15:15,19.01,
30/10/2022 15:30,21.22,
30/10/2022 15:45,13.22,
30/10/2022 16:00,12.2,
30/10/2022 16:15,12.81,
30/10/2022 16:30,23.36,
30/10/2022 16:45,27.44,
30/10/2022 17:00,29.9,
30/10/2022 17:15,28.93,
30/10/2022 17:30,26.85,
30/10/2022 17:45,28.8,
30/10/2022 18:00,26.63,
30/10/2022 18:15,30.21,
30/10/2022 18:30,30.24,
30/10/2022 18:45,28.88,
30/10/2022 19:00,28.78,
30/10/2022 19:15,30.2,
30/10/2022 19:30,30.27,
30/10/2022 19:45,30.26,
30/10/2022 20:00,29.97,
30/10/2022 20:15,29.72,
30/10/2022 20:30,30.24,
30/10/2022 20:45,30.25,
30/10/2022 21:00,29.37,
30/10/2022 21:15,30.25,
30/10/2022 21:30,30.24,
30/10/2022 21:45,29.73,
30/10/2022 22:00,29.74,
30/10/2022 22:15,30.25,
30/10/2022 22:30,23.7,
30/10/2022 22:45,20.84,
30/10/2022 23:00,17.75,
30/10/2022 23:15,29.15,
30/10/2022 23:30,30.24,
30/10/2022 23:45,30.26,
31/10/2022 0:00,21.17,
31/10/2022 0:15,16.55,
31/10/2022 0:30,17.7,
31/10/2022 0:45,20.71,
31/10/2022 1:00,18.25,
31/10/2022 1:15,18.52,
31/10/2022 1:30,17.45,
31/10/2022 1:45,20.52,
31/10/2022 2:00,18.06,
31/10/2022 2:15,18.13,
31/10/2022 2:30,18.16,
31/10/2022 2:45,20.03,
31/10/2022 3:00,21.44,
31/10/2022 3:15,17.69,
31/10/2022 3:30,21.46,
31/10/2022 3:45,28.19,
31/10/2022 4:00,28.42,
31/10/2022 4:15,29.62,
31/10/2022 4:30,29.37,
31/10/2022 4:45,28.89,
31/10/2022 5:00,27.16,
31/10/2022 5:15,25.58,
31/10/2022 5:30,26.81,
31/10/2022 5:45,24.38,
31/10/2022 6:00,20.15,
31/10/2022 6:15,21.33,
31/10/2022 6:30,24.9,
31/10/2022 6:45,25.62,
31/10/2022 7:00,23.18,
31/10/2022 7:15,22.04,
31/10/2022 7:30,21.94,
31/10/2022 7:45,22.98,
31/10/2022 8:00,19.27,
31/10/2022 8:15,15.79,
31/10/2022 8:30,19.34,
31/10/2022 8:45,21.93,
31/10/2022 9:00,22.44,
31/10/2022 9:15,19.35,
31/10/2022 9:30,14.49,
31/10/2022 9:45,17.73,
31/10/2022 10:00,15.46,
31/10/2022 10:15,14.06,
31/10/2022 10:30,12.94,
31/10/2022 10:45,14.51,
31/10/2022 11:00,0.05,
31/10/2022 11:15,-0.01,
31/10/2022 11:30,2.05,
31/10/2022 11:45,18.14,
31/10/2022 12:00,5.03,
31/10/2022 12:15,1.7,
31/10/2022 12:30,0.01,
31/10/2022 12:45,-0.03,
31/10/2022 13:00,11.69,
31/10/2022 13:15,13.49,
31/10/2022 13:30,12.69,
31/10/2022 13:45,13.18,
31/10/2022 14:00,15.9,
31/10/2022 14:15,17.37,
31/10/2022 14:30,14.56,
31/10/2022 14:45,17.7,
31/10/2022 15:00,25.09,
31/10/2022 15:15,18.59,
31/10/2022 15:30,22.59,
31/10/2022 15:45,22.17,
31/10/2022 16:00,23.62,
31/10/2022 16:15,24.51,
31/10/2022 16:30,27.72,
31/10/2022 16:45,27.51,
31/10/2022 17:00,25.64,
31/10/2022 17:15,22.16,
31/10/2022 17:30,-0.01,
31/10/2022 17:45,27.17,
31/10/2022 18:00,0,
31/10/2022 18:15,0.16,
31/10/2022 18:30,0.44,
31/10/2022 18:45,0.44,
31/10/2022 19:00,0.32,
31/10/2022 19:15,0.54,
31/10/2022 19:30,30.25,
31/10/2022 19:45,30.27,
31/10/2022 20:00,30.27,
31/10/2022 20:15,30.26,
31/10/2022 20:30,30.24,
31/10/2022 20:45,30.27,
31/10/2022 21:00,30.28,
31/10/2022 21:15,30.26,
31/10/2022 21:30,30.26,
31/10/2022 21:45,30.28,
31/10/2022 22:00,30.3,
31/10/2022 22:15,30.28,
31/10/2022 22:30,29.3,
31/10/2022 22:45,29.18,
31/10/2022 23:00,29.29,
31/10/2022 23:15,29.28,
31/10/2022 23:30,29.28,
31/10/2022 23:45,29.3,
1/11/2022 0:00,29.29,
1/11/2022 0:15,29.31,
1/11/2022 0:30,29.3,
1/11/2022 0:45,29.31,
1/11/2022 1:00,29.3,
1/11/2022 1:15,29.31,
1/11/2022 1:30,29.33,
1/11/2022 1:45,29.32,
1/11/2022 2:00,28.3,
1/11/2022 2:15,14.52,
1/11/2022 2:30,14.08,
1/11/2022 2:45,16.94,
1/11/2022 3:00,17.44,
1/11/2022 3:15,20.48,
1/11/2022 3:30,28.29,
1/11/2022 3:45,27.63,
1/11/2022 4:00,27.79,
1/11/2022 4:15,26.23,
1/11/2022 4:30,29.02,
1/11/2022 4:45,27.95,
1/11/2022 5:00,26.72,
1/11/2022 5:15,23.1,
1/11/2022 5:30,0.32,
1/11/2022 5:45,24.23,
1/11/2022 6:00,14.27,
1/11/2022 6:15,0.02,
1/11/2022 6:30,-0.01,
1/11/2022 6:45,0.03,
1/11/2022 7:00,-0.01,
1/11/2022 7:15,14.36,
1/11/2022 7:30,11.82,
1/11/2022 7:45,0.26,
1/11/2022 8:00,0,
1/11/2022 8:15,0.03,
1/11/2022 8:30,0,
